date,Suspended Matter,Dissolved Oxygen Matter,Temperature,Chlorophyl,Turbidity,Salinity,Dissolved Oxygen,pH
06-Apr-18,,,,,,,,
06-Apr-18,,,,,,,,
06-Apr-18,,,,,,,,
06-Apr-18,,,,,,,,
06-Apr-18,,,,,,,,
06-Apr-18,,,,,,,,
06-Apr-18,,,,,,,,
07-Apr-18,,0.595312588,,,,,,
07-Apr-18,,0.595312588,,,,,,
07-Apr-18,,0.595312588,,,,,,
07-Apr-18,,0.595312588,,,,,,
07-Apr-18,,0.595312588,,,,,,
07-Apr-18,,0.595312588,,,,,,
07-Apr-18,,0.595312588,,,,,,
07-Apr-18,,0.595312588,,,,,,
07-Apr-18,,0.595312588,,,,,,
07-Apr-18,,0.595312588,,,,,,
07-Apr-18,,0.595312588,,,,,,
07-Apr-18,,0.595312588,,,,,,
07-Apr-18,,0.595312588,,,,,,
07-Apr-18,,0.595312588,,,,,,
08-Apr-18,,,,,,,,
08-Apr-18,,,,,,,,
08-Apr-18,,,,,,,,
08-Apr-18,,,,,,,,
08-Apr-18,,,,,,,,
08-Apr-18,,,,,,,,
08-Apr-18,,,,,,,,
08-Apr-18,,,,,,,,
08-Apr-18,,,,,,,,
08-Apr-18,,,,,,,,
08-Apr-18,,,,,,,,
08-Apr-18,,,,,,,,
08-Apr-18,,,,,,,,
08-Apr-18,,,,,,,,
08-Apr-18,,,,,,,,
09-Apr-18,,,36.17609796,,,,,
09-Apr-18,,,36.17609796,,,,,
09-Apr-18,,,36.17609796,,,,,
09-Apr-18,,,36.17609796,,,,,
09-Apr-18,0.634567191,,36.17609796,,,,,
09-Apr-18,,,36.17609796,,,,,
09-Apr-18,,,36.17609796,,,,,
09-Apr-18,,,36.17609796,,,,,
09-Apr-18,,,36.17609796,,,,,
09-Apr-18,,,36.17609796,,,,,
09-Apr-18,,,36.17609796,,,,,
09-Apr-18,,,36.17609796,,,,,
09-Apr-18,,,36.17609796,,,,,
09-Apr-18,,,36.17609796,,,,,
09-Apr-18,,,36.17609796,,,,,
11-Apr-18,,0.546700843,,,,,,
11-Apr-18,,0.546700843,,,,,,
11-Apr-18,,0.546700843,,,,,,
11-Apr-18,,0.546700843,,,,,,
11-Apr-18,,0.546700843,,,,,,
11-Apr-18,,0.546700843,,,,,,
11-Apr-18,,0.546700843,,,,,,
11-Apr-18,,0.546700843,,,,,,
11-Apr-18,,0.546700843,,,,,,
11-Apr-18,,0.546700843,,,,,,
11-Apr-18,,0.546700843,,,,,,
11-Apr-18,,0.546700843,,,,,,
11-Apr-18,,0.546700843,,,,,,
11-Apr-18,,0.546700843,,,,,,
11-Apr-18,,0.546700843,,,,,,
12-Apr-18,,0.49262191,,,,,,
12-Apr-18,,0.49262191,,,,,,
12-Apr-18,,0.49262191,,,,,,
12-Apr-18,,0.49262191,,,,,,
12-Apr-18,,0.49262191,,,,,,
12-Apr-18,,0.49262191,,,,,,
12-Apr-18,,0.49262191,,,,,,
12-Apr-18,,0.49262191,,,,,,
12-Apr-18,,0.49262191,,,,,,
12-Apr-18,,0.49262191,,,,,,
12-Apr-18,,0.49262191,,,,,,
12-Apr-18,,0.49262191,,,,,,
12-Apr-18,,0.49262191,,,,,,
12-Apr-18,,0.49262191,,,,,,
13-Apr-18,,0.599725779,,,,,,
13-Apr-18,,0.599725779,,,,,,
13-Apr-18,,0.599725779,,,,,,
13-Apr-18,,0.599725779,,,,,,
13-Apr-18,0.640967776,0.599725779,,,,,,
13-Apr-18,,0.599725779,,,,,,
13-Apr-18,,0.599725779,,,,,,
13-Apr-18,,0.599725779,,,,,,
13-Apr-18,,0.599725779,,,,,,
13-Apr-18,,0.599725779,,,,,,
13-Apr-18,,0.599725779,,,,,,
13-Apr-18,,0.599725779,,,,,,
13-Apr-18,,0.599725779,,,,,,
13-Apr-18,,0.599725779,,,,,,
13-Apr-18,,0.599725779,,,,,,
14-Apr-18,,0.535936682,,,,,,
14-Apr-18,,0.535936682,,,,,,
14-Apr-18,,0.535936682,,,,,,
14-Apr-18,,0.535936682,,,,,,
14-Apr-18,0.617977621,0.535936682,,,,,,
14-Apr-18,,0.535936682,,,,,,
14-Apr-18,,0.535936682,,,,,,
14-Apr-18,,0.535936682,,,,,,
14-Apr-18,,0.535936682,,,,,,
14-Apr-18,,0.535936682,,,,,,
14-Apr-18,,0.535936682,,,,,,
14-Apr-18,,0.535936682,,,,,,
14-Apr-18,,0.535936682,,,,,,
14-Apr-18,,0.535936682,,,,,,
14-Apr-18,,0.535936682,,,,,,
15-Apr-18,,,,,,,,
15-Apr-18,,,,,,,,
15-Apr-18,,,,,,,,
15-Apr-18,,,,,,,,
15-Apr-18,,,,,,,,
15-Apr-18,,,,,,,,
15-Apr-18,,,,,,,,
15-Apr-18,,,,,,,,
15-Apr-18,,,,,,,,
15-Apr-18,,,,,,,,
15-Apr-18,,,,,,,,
15-Apr-18,,,,,,,,
15-Apr-18,,,,,,,,
15-Apr-18,,,,,,,,
15-Apr-18,,,,,,,,
17-Apr-18,,0.610152042,,,,,,
17-Apr-18,,0.610152042,,,,,,
17-Apr-18,,0.610152042,,,,,,
17-Apr-18,,0.610152042,,,,,,
17-Apr-18,0.625485068,0.610152042,,,,,,
17-Apr-18,,0.610152042,,,,,,
17-Apr-18,,0.610152042,,,,,,
17-Apr-18,,0.610152042,,,,,,
17-Apr-18,,0.610152042,,,,,,
17-Apr-18,,0.610152042,,,,,,
17-Apr-18,,0.610152042,,,,,,
17-Apr-18,,0.610152042,,,,,,
17-Apr-18,,0.610152042,,,,,,
17-Apr-18,,0.610152042,,,,,,
17-Apr-18,,0.610152042,,,,,,
18-Apr-18,,,39.15800438,,,,,
18-Apr-18,,,39.15800438,,,,,
18-Apr-18,,,39.15800438,,,,,
18-Apr-18,,,39.15800438,,,,,
18-Apr-18,,,39.15800438,,,,,
18-Apr-18,,,39.15800438,,,,,
18-Apr-18,,,39.15800438,,,,,
18-Apr-18,,,39.15800438,,,,,
18-Apr-18,,,39.15800438,,,,,
18-Apr-18,,,39.15800438,,,,,
18-Apr-18,,,39.15800438,,,,,
18-Apr-18,,,39.15800438,,,,,
18-Apr-18,,,39.15800438,,,,,
18-Apr-18,,,39.15800438,,,,,
19-Apr-18,,,,,,,,
19-Apr-18,,,,,,,,
19-Apr-18,,,,,,,,
19-Apr-18,,,,,,,,
19-Apr-18,,,,,,,,
19-Apr-18,,,,,,,,
19-Apr-18,,,,,,,,
19-Apr-18,,,,,,,,
19-Apr-18,,,,,,,,
19-Apr-18,,,,,,,,
19-Apr-18,,,,,,,,
19-Apr-18,,,,,,,,
19-Apr-18,,,,,,,,
19-Apr-18,,,,,,,,
19-Apr-18,,,,,,,,
20-Apr-18,,0.65372906,,,,,,
20-Apr-18,,0.65372906,,,,,,
20-Apr-18,,0.65372906,,,,,,
20-Apr-18,,0.65372906,,,,,,
20-Apr-18,0.665866485,0.65372906,,,,,,
20-Apr-18,,0.65372906,,,,,,
20-Apr-18,,0.65372906,,,,,,
20-Apr-18,,0.65372906,,,,,,
20-Apr-18,,0.65372906,,,,,,
20-Apr-18,,0.65372906,,,,,,
20-Apr-18,,0.65372906,,,,,,
20-Apr-18,,0.65372906,,,,,,
20-Apr-18,,0.65372906,,,,,,
20-Apr-18,,0.65372906,,,,,,
20-Apr-18,,0.65372906,,,,,,
21-Apr-18,,0.623758624,,,,,,
21-Apr-18,,0.623758624,,,,,,
21-Apr-18,,0.623758624,,,,,,
21-Apr-18,,0.623758624,,,,,,
21-Apr-18,0.639251136,0.623758624,,,,,,
21-Apr-18,,0.623758624,,,,,,
21-Apr-18,,0.623758624,,,,,,
21-Apr-18,,0.623758624,,,,,,
21-Apr-18,,0.623758624,,,,,,
21-Apr-18,,0.623758624,,,,,,
21-Apr-18,,0.623758624,,,,,,
21-Apr-18,,0.623758624,,,,,,
21-Apr-18,,0.623758624,,,,,,
21-Apr-18,,0.623758624,,,,,,
21-Apr-18,,0.623758624,,,,,,
23-Apr-18,,,,,,,,
23-Apr-18,,,,,,,,
23-Apr-18,,,,,,,,
23-Apr-18,,,,,,,,
23-Apr-18,,,,,,,,
23-Apr-18,,,,,,,,
23-Apr-18,,,,,,,,
23-Apr-18,,,,,,,,
23-Apr-18,,,,,,,,
23-Apr-18,,,,,,,,
23-Apr-18,,,,,,,,
23-Apr-18,,,,,,,,
23-Apr-18,,,,,,,,
23-Apr-18,,,,,,,,
23-Apr-18,,,,,,,,
24-Apr-18,,0.64139732,,,,,,
24-Apr-18,,0.64139732,,,,,,
24-Apr-18,,0.64139732,,,,,,
24-Apr-18,,0.64139732,,,,,,
24-Apr-18,0.660408563,0.64139732,,,,,,
24-Apr-18,,0.64139732,,,,,,
24-Apr-18,,0.64139732,,,,,,
24-Apr-18,,0.64139732,,,,,,
24-Apr-18,,0.64139732,,,,,,
24-Apr-18,,0.64139732,,,,,,
24-Apr-18,,0.64139732,,,,,,
24-Apr-18,,0.64139732,,,,,,
24-Apr-18,,0.64139732,,,,,,
24-Apr-18,,0.64139732,,,,,,
24-Apr-18,,0.64139732,,,,,,
25-Apr-18,,0.61247572,41.20215232,,,,,
25-Apr-18,,0.61247572,41.20215232,,,,,
25-Apr-18,,0.61247572,41.20215232,,,,,
25-Apr-18,,0.61247572,41.20215232,,,,,
25-Apr-18,0.63660432,0.61247572,41.20215232,,,,,
25-Apr-18,,0.61247572,41.20215232,,,,,
25-Apr-18,,0.61247572,41.20215232,,,,,
25-Apr-18,,0.61247572,41.20215232,,,,,
25-Apr-18,,0.61247572,41.20215232,,,,,
25-Apr-18,,0.61247572,41.20215232,,,,,
25-Apr-18,,0.61247572,41.20215232,,,,,
25-Apr-18,,0.61247572,41.20215232,,,,,
25-Apr-18,,0.61247572,41.20215232,,,,,
25-Apr-18,,0.61247572,41.20215232,,,,,
25-Apr-18,,0.61247572,41.20215232,,,,,
26-Apr-18,,,,,,,,
26-Apr-18,,,,,,,,
26-Apr-18,,,,,,,,
26-Apr-18,,,,,,,,
26-Apr-18,,,,,,,,
26-Apr-18,,,,,,,,
26-Apr-18,,,,,,,,
26-Apr-18,,,,,,,,
26-Apr-18,,,,,,,,
26-Apr-18,,,,,,,,
26-Apr-18,,,,,,,,
26-Apr-18,,,,,,,,
26-Apr-18,,,,,,,,
26-Apr-18,,,,,,,,
27-Apr-18,,,,,,,,
27-Apr-18,,,,,,,,
27-Apr-18,,,,,,,,
27-Apr-18,,,,,,,,
27-Apr-18,,,,,,,,
27-Apr-18,,,,,,,,
27-Apr-18,,,,,,,,
27-Apr-18,,,,,,,,
27-Apr-18,,,,,,,,
27-Apr-18,,,,,,,,
27-Apr-18,,,,,,,,
27-Apr-18,,,,,,,,
27-Apr-18,,,,,,,,
27-Apr-18,,,,,,,,
27-Apr-18,,,,,,,,
28-Apr-18,,0.638825689,,,,,,
28-Apr-18,,0.638825689,,,,,,
28-Apr-18,,0.638825689,,,,,,
28-Apr-18,,0.638825689,,,,,,
28-Apr-18,0.655765416,0.638825689,,,,,,
28-Apr-18,,0.638825689,,,,,,
28-Apr-18,,0.638825689,,,,,,
28-Apr-18,,0.638825689,,,,,,
28-Apr-18,,0.638825689,,,,,,
28-Apr-18,,0.638825689,,,,,,
28-Apr-18,,0.638825689,,,,,,
28-Apr-18,,0.638825689,,,,,,
28-Apr-18,,0.638825689,,,,,,
28-Apr-18,,0.638825689,,,,,,
28-Apr-18,,0.638825689,,,,,,
29-Apr-18,,0.598141795,,,,,,
29-Apr-18,,0.598141795,,,,,,
29-Apr-18,,0.598141795,,,,,,
29-Apr-18,,0.598141795,,,,,,
29-Apr-18,0.631903422,0.598141795,,,,,,
29-Apr-18,,0.598141795,,,,,,
29-Apr-18,,0.598141795,,,,,,
29-Apr-18,,0.598141795,,,,,,
29-Apr-18,,0.598141795,,,,,,
29-Apr-18,,0.598141795,,,,,,
29-Apr-18,,0.598141795,,,,,,
29-Apr-18,,0.598141795,,,,,,
29-Apr-18,,0.598141795,,,,,,
29-Apr-18,,0.598141795,,,,,,
29-Apr-18,,0.598141795,,,,,,
01-May-18,,,,,,,,
01-May-18,,,,,,,,
01-May-18,,,,,,,,
01-May-18,,,,,,,,
01-May-18,,,,,,,,
01-May-18,,,,,,,,
01-May-18,,,,,,,,
01-May-18,,,,,,,,
01-May-18,,,,,,,,
01-May-18,,,,,,,,
01-May-18,,,,,,,,
01-May-18,,,,,,,,
01-May-18,,,,,,,,
01-May-18,,,,,,,,
01-May-18,,,,,,,,
02-May-18,,,,,,,,
02-May-18,,,,,,,,
02-May-18,,,,,,,,
02-May-18,,,,,,,,
02-May-18,0.678369942,,,,,,,
02-May-18,,,,,,,,
02-May-18,,,,,,,,
02-May-18,,,,,,,,
02-May-18,,,,,,,,
02-May-18,,,,,,,,
02-May-18,,,,,,,,
02-May-18,,,,,,,,
02-May-18,,,,,,,,
02-May-18,,,,,,,,
02-May-18,,,,,,,,
03-May-18,,0.544481431,,,,,,
03-May-18,,0.544481431,,,,,,
03-May-18,,0.544481431,,,,,,
03-May-18,,0.544481431,,,,,,
03-May-18,0.627959643,0.544481431,,,,,,
03-May-18,,0.544481431,,,,,,
03-May-18,,0.544481431,,,,,,
03-May-18,,0.544481431,,,,,,
03-May-18,,0.544481431,,,,,,
03-May-18,,0.544481431,,,,,,
03-May-18,,0.544481431,,,,,,
03-May-18,,0.544481431,,,,,,
03-May-18,,0.544481431,,,,,,
03-May-18,,0.544481431,,,,,,
03-May-18,,0.544481431,,,,,,
04-May-18,,0.671961657,43.87310077,,,,,
04-May-18,,0.671961657,43.87310077,,,,,
04-May-18,,0.671961657,43.87310077,,,,,
04-May-18,,0.671961657,43.87310077,,,,,
04-May-18,,0.671961657,43.87310077,,,,,
04-May-18,,0.671961657,43.87310077,,,,,
04-May-18,,0.671961657,43.87310077,,,,,
04-May-18,,0.671961657,43.87310077,,,,,
04-May-18,,0.671961657,43.87310077,,,,,
04-May-18,,0.671961657,43.87310077,,,,,
04-May-18,,0.671961657,43.87310077,,,,,
04-May-18,,0.671961657,43.87310077,,,,,
04-May-18,,0.671961657,43.87310077,,,,,
04-May-18,,0.671961657,43.87310077,,,,,
05-May-18,,,,,,,,
05-May-18,,,,,,,,
05-May-18,,,,,,,,
05-May-18,,,,,,,,
05-May-18,,,,,,,,
05-May-18,,,,,,,,
05-May-18,,,,,,,,
05-May-18,,,,,,,,
05-May-18,,,,,,,,
05-May-18,,,,,,,,
05-May-18,,,,,,,,
05-May-18,,,,,,,,
05-May-18,,,,,,,,
05-May-18,,,,,,,,
05-May-18,,,,,,,,
06-May-18,,,,,,,,
06-May-18,,,,,,,,
06-May-18,,,,,,,,
06-May-18,,,,,,,,
06-May-18,0.642262745,,,,,,,
06-May-18,,,,,,,,
06-May-18,,,,,,,,
06-May-18,,,,,,,,
06-May-18,,,,,,,,
06-May-18,,,,,,,,
06-May-18,,,,,,,,
06-May-18,,,,,,,,
06-May-18,,,,,,,,
06-May-18,,,,,,,,
06-May-18,,,,,,,,
07-May-18,,,,,,,,
07-May-18,,,,,,,,
07-May-18,,,,,,,,
07-May-18,,,,,,,,
07-May-18,0.633508805,,,,,,,
07-May-18,,,,,,,,
07-May-18,,,,,,,,
07-May-18,,,,,,,,
07-May-18,,,,,,,,
07-May-18,,,,,,,,
07-May-18,,,,,,,,
07-May-18,,,,,,,,
07-May-18,,,,,,,,
07-May-18,,,,,,,,
07-May-18,,,,,,,,
08-May-18,,,,,,,,
08-May-18,,,,,,,,
08-May-18,,,,,,,,
08-May-18,,,,,,,,
08-May-18,,,,,,,,
08-May-18,,,,,,,,
08-May-18,,,,,,,,
08-May-18,,,,,,,,
08-May-18,,,,,,,,
08-May-18,,,,,,,,
08-May-18,,,,,,,,
08-May-18,,,,,,,,
08-May-18,,,,,,,,
08-May-18,,,,,,,,
08-May-18,,,,,,,,
09-May-18,,0.542835596,,,,,,
09-May-18,,0.542835596,,,,,,
09-May-18,,0.542835596,,,,,,
09-May-18,,0.542835596,,,,,,
09-May-18,,0.542835596,,,,,,
09-May-18,,0.542835596,,,,,,
09-May-18,,0.542835596,,,,,,
09-May-18,,0.542835596,,,,,,
09-May-18,,0.542835596,,,,,,
09-May-18,,0.542835596,,,,,,
09-May-18,,0.542835596,,,,,,
09-May-18,,0.542835596,,,,,,
09-May-18,,0.542835596,,,,,,
09-May-18,,0.542835596,,,,,,
10-May-18,,,,,,,,
10-May-18,,,,,,,,
10-May-18,,,,,,,,
10-May-18,,,,,,,,
10-May-18,,,,,,,,
10-May-18,,,,,,,,
10-May-18,,,,,,,,
10-May-18,,,,,,,,
10-May-18,,,,,,,,
10-May-18,,,,,,,,
10-May-18,0.650500442,,,,,,,
10-May-18,,,,,,,,
10-May-18,,,,,,,,
10-May-18,,,,,,,,
10-May-18,,,,,,,,
11-May-18,,,44.09979622,,,,,
11-May-18,,,44.09979622,,,,,
11-May-18,,,44.09979622,,,,,
11-May-18,,,44.09979622,,,,,
11-May-18,,,44.09979622,,,,,
11-May-18,,,44.09979622,,,,,
11-May-18,,,44.09979622,,,,,
11-May-18,,,44.09979622,,,,,
11-May-18,,,44.09979622,,,,,
11-May-18,0.629067712,,44.09979622,,,,,
11-May-18,,,44.09979622,,,,,
11-May-18,,,44.09979622,,,,,
11-May-18,,,44.09979622,,,,,
11-May-18,,,44.09979622,,,,,
11-May-18,,,44.09979622,,,,,
12-May-18,,0.551476357,,,,,,
12-May-18,,0.551476357,,,,,,
12-May-18,,0.551476357,,,,,,
12-May-18,,0.551476357,,,,,,
12-May-18,,0.551476357,,,,,,
12-May-18,,0.551476357,,,,,,
12-May-18,,0.551476357,,,,,,
12-May-18,,0.551476357,,,,,,
12-May-18,,0.551476357,,,,,,
12-May-18,,0.551476357,,,,,,
12-May-18,,0.551476357,,,,,,
12-May-18,,0.551476357,,,,,,
12-May-18,,0.551476357,,,,,,
12-May-18,,0.551476357,,,,,,
12-May-18,,0.551476357,,,,,,
13-May-18,,0.655451638,,,,,,
13-May-18,,0.655451638,,,,,,
13-May-18,,0.655451638,,,,,,
13-May-18,,0.655451638,,,,,,
13-May-18,,0.655451638,,,,,,
13-May-18,,0.655451638,,,,,,
13-May-18,,0.655451638,,,,,,
13-May-18,,0.655451638,,,,,,
13-May-18,,0.655451638,,,,,,
13-May-18,,0.655451638,,,,,,
13-May-18,0.669666994,0.655451638,,,,,,
13-May-18,,0.655451638,,,,,,
13-May-18,,0.655451638,,,,,,
13-May-18,,0.655451638,,,,,,
13-May-18,,0.655451638,,,,,,
14-May-18,,0.630523325,,,,,,
14-May-18,,0.630523325,,,,,,
14-May-18,,0.630523325,,,,,,
14-May-18,,0.630523325,,,,,,
14-May-18,,0.630523325,,,,,,
14-May-18,,0.630523325,,,,,,
14-May-18,,0.630523325,,,,,,
14-May-18,,0.630523325,,,,,,
14-May-18,,0.630523325,,,,,,
14-May-18,,0.630523325,,,,,,
14-May-18,,0.630523325,,,,,,
14-May-18,,0.630523325,,,,,,
14-May-18,,0.630523325,,,,,,
14-May-18,0.638602983,0.630523325,,,,,,
14-May-18,,0.630523325,,,,,,
14-May-18,,0.630523325,,,,,,
15-May-18,,,,,,,,
15-May-18,,,,,,,,
15-May-18,,,,,,,,
15-May-18,,,,,,,,
15-May-18,,,,,,,,
15-May-18,,,,,,,,
15-May-18,,,,,,,,
15-May-18,,,,,,,,
15-May-18,,,,,,,,
15-May-18,,,,,,,,
15-May-18,,,,,,,,
15-May-18,,,,,,,,
15-May-18,,,,,,,,
15-May-18,,,,,,,,
15-May-18,,,,,,,,
15-May-18,,,,,,,,
15-May-18,,,,,,,,
15-May-18,,,,,,,,
15-May-18,,,,,,,,
15-May-18,,,,,,,,
15-May-18,,,,,,,,
15-May-18,,,,,,,,
15-May-18,,,,,,,,
15-May-18,,,,,,,,
15-May-18,,,,,,,,
15-May-18,,,,,,,,
15-May-18,,,,,,,,
15-May-18,,,,,,,,
16-May-18,,,,,,,,
16-May-18,,,,,,,,
16-May-18,,,,,,,,
16-May-18,,,,,,,,
16-May-18,,,,,,,,
16-May-18,,,,,,,,
16-May-18,,,,,,,,
16-May-18,,,,,,,,
16-May-18,0.634276694,,,,,,,
16-May-18,,,,,,,,
16-May-18,,,,,,,,
16-May-18,,,,,,,,
16-May-18,,,,,,,,
16-May-18,,,,,,,,
16-May-18,,,,,,,,
16-May-18,,,,,,,,
16-May-18,,,,,,,,
16-May-18,,,,,,,,
16-May-18,,,,,,,,
16-May-18,,,,,,,,
16-May-18,,,,,,,,
16-May-18,,,,,,,,
16-May-18,,,,,,,,
16-May-18,,,,,,,,
16-May-18,,,,,,,,
16-May-18,,,,,,,,
16-May-18,,,,,,,,
16-May-18,,,,,,,,
16-May-18,,,,,,,,
16-May-18,,,,,,,,
17-May-18,,0.587538788,,,,,,
17-May-18,,0.587538788,,,,,,
17-May-18,0.630621565,0.587538788,,,,,,
17-May-18,,0.587538788,,,,,,
17-May-18,,0.587538788,,,,,,
17-May-18,,0.587538788,,,,,,
17-May-18,,0.587538788,,,,,,
17-May-18,,0.587538788,,,,,,
17-May-18,,0.587538788,,,,,,
17-May-18,,0.587538788,,,,,,
17-May-18,,0.587538788,,,,,,
17-May-18,,0.587538788,,,,,,
17-May-18,,0.587538788,,,,,,
17-May-18,,0.587538788,,,,,,
17-May-18,,0.587538788,,,,,,
17-May-18,,0.587538788,,,,,,
17-May-18,,0.587538788,,,,,,
17-May-18,,0.587538788,,,,,,
17-May-18,,0.587538788,,,,,,
17-May-18,,0.587538788,,,,,,
17-May-18,,0.587538788,,,,,,
17-May-18,,0.587538788,,,,,,
17-May-18,,0.587538788,,,,,,
17-May-18,,0.587538788,,,,,,
17-May-18,0.656126354,0.587538788,,,,,,
17-May-18,,0.587538788,,,,,,
17-May-18,,0.587538788,,,,,,
18-May-18,,0.609108897,,,,,,
18-May-18,,0.609108897,,,,,,
18-May-18,,0.609108897,,,,,,
18-May-18,,0.609108897,,,,,,
18-May-18,,0.609108897,,,,,,
18-May-18,,0.609108897,,,,,,
18-May-18,,0.609108897,,,,,,
18-May-18,,0.609108897,,,,,,
18-May-18,0.626591375,0.609108897,,,,,,
18-May-18,,0.609108897,,,,,,
18-May-18,,0.609108897,,,,,,
18-May-18,,0.609108897,,,,,,
18-May-18,,0.609108897,,,,,,
18-May-18,,0.609108897,,,,,,
18-May-18,,0.609108897,,,,,,
18-May-18,,0.609108897,,,,,,
18-May-18,,0.609108897,,,,,,
18-May-18,,0.609108897,,,,,,
18-May-18,,0.609108897,,,,,,
18-May-18,,0.609108897,,,,,,
18-May-18,,0.609108897,,,,,,
18-May-18,,0.609108897,,,,,,
18-May-18,,0.609108897,,,,,,
18-May-18,,0.609108897,,,,,,
18-May-18,,0.609108897,,,,,,
18-May-18,,0.609108897,,,,,,
18-May-18,,0.609108897,,,,,,
19-May-18,,,,,,,,
19-May-18,,,,,,,,
19-May-18,,,,,,,,
19-May-18,,,,,,,,
19-May-18,,,,,,,,
19-May-18,,,,,,,,
19-May-18,,,,,,,,
19-May-18,,,,,,,,
19-May-18,,,,,,,,
19-May-18,,,,,,,,
19-May-18,,,,,,,,
19-May-18,,,,,,,,
19-May-18,,,,,,,,
19-May-18,,,,,,,,
19-May-18,,,,,,,,
19-May-18,,,,,,,,
19-May-18,,,,,,,,
19-May-18,,,,,,,,
19-May-18,,,,,,,,
19-May-18,,,,,,,,
19-May-18,,,,,,,,
19-May-18,,,,,,,,
19-May-18,,,,,,,,
19-May-18,,,,,,,,
19-May-18,,,,,,,,
19-May-18,,,,,,,,
20-May-18,,0.635985963,46.74929226,,,,,
20-May-18,,0.635985963,46.74929226,,,,,
